CUSTOMERID,GEOGRAPHY,GENDER,AGE,TENURE,BALANCE,NUMOFPRODUCTS,HASCRCARD,ISACTIVEMEMBER,ESTIMATEDSALARY,EXITED,TRANSACTIONTIMESTAMP,DEBTTOINCOME,PREDICTED_CHURN,CREDITSCORE
7495,Italy,Male,37,1,0,4,0,1,191277.18,0,1/31/25 16:01,62,9999,602
7496,Italy,Female,27,8,0,3,0,1,190091.99,0,1/5/25 1:59,56,9999,413
7497,Italy,Male,20,0,0,3,1,1,90006.25,1,1/13/25 18:25,103,9999,519
7498,Italy,Male,19,7,0,1,0,1,144849.42,0,1/13/25 23:39,65,9999,583
7499,Italy,Female,36,3,0,4,0,1,155415.84,1,1/10/25 21:51,59,9999,284
7500,Spain,Female,22,8,0,3,1,1,62537.82,1,1/10/25 13:27,105,9999,535
7501,Italy,Female,20,2,0,3,1,1,7008.34,1,1/25/25 19:05,115,9999,597
7502,France,Female,27,6,0,3,1,1,29324.66,1,1/26/25 20:05,87,9999,522
7503,France,Female,53,2,0,1,1,0,13472.81,0,2/2/25 9:45,102,9999,700
7504,France,Male,23,9,0,4,0,0,78168.64,1,1/10/25 15:26,83,9999,457
7505,Italy,Male,23,6,0,2,1,1,84856.47,1,1/27/25 17:16,50,9999,487
7506,Italy,Female,60,1,0,3,1,0,217167.87,1,1/30/25 9:16,108,9999,663
7507,Italy,Male,20,2,0,2,1,0,35607.7,1,1/23/25 18:57,74,9999,342
7508,Italy,Female,29,7,0,2,0,0,50347.3,1,1/9/25 15:58,81,9999,422
7509,Italy,Male,86,6,0,1,0,1,156906.58,1,1/20/25 23:28,80,9999,328
7510,France,Male,61,10,0,1,1,1,119942.06,1,1/30/25 19:11,52,9999,359
7511,France,Male,19,2,0,2,0,0,248348.33,1,1/4/25 10:33,115,9999,466
7512,France,Female,23,7,130072.29,1,0,0,191680.56,1,1/28/25 3:33,90,9999,684
7513,Italy,Female,20,8,0,2,0,0,71233.33,1,1/22/25 16:32,111,9999,607
7514,Italy,Female,85,1,0,3,1,0,181776.53,1,1/21/25 20:38,102,9999,355
7515,Germany,Male,92,1,0,4,0,1,60942.86,1,1/8/25 0:52,82,9999,296
7516,Italy,Female,22,6,130072.29,2,0,0,171987.62,1,1/16/25 15:11,62,9999,430
7517,Germany,Male,30,10,130072.29,4,0,1,13948.25,1,1/14/25 5:24,88,9999,313
7518,Germany,Male,61,7,0,2,1,0,53901.32,1,2/3/25 11:03,78,9999,495
7519,Italy,Female,22,4,0,3,0,1,30144.64,1,1/6/25 7:43,74,9999,493
7520,Italy,Male,21,1,0,1,1,1,110092.11,1,1/10/25 18:33,68,9999,671
7521,Italy,Male,18,9,0,2,0,1,140579.75,1,1/18/25 15:02,114,9999,569
7522,Italy,Male,25,4,0,1,1,1,68560.45,1,1/17/25 6:40,65,9999,336
7523,Italy,Female,74,2,130072.29,3,0,1,244734.69,1,1/26/25 16:41,120,9999,466
7524,Italy,Female,74,8,130072.29,4,0,0,105592.61,1,1/20/25 8:41,109,9999,256
7525,Italy,Female,20,1,0,2,1,0,142634.07,1,1/9/25 13:28,106,9999,527
7526,France,Male,21,8,0,2,1,0,118563.84,1,1/24/25 4:12,94,9999,586
7527,Germany,Male,25,1,0,4,0,0,216477.23,1,1/9/25 1:17,101,9999,459
7528,Italy,Female,48,0,0,2,0,0,95825.01,1,1/1/25 15:43,55,9999,418
7529,Spain,Male,29,9,130072.29,2,0,0,236057.18,1,1/17/25 14:28,109,9999,579
7530,Spain,Female,27,5,0,4,0,1,202216.53,1,1/11/25 8:17,86,9999,387
7531,Spain,Female,28,10,0,1,1,0,23535.33,1,1/9/25 11:48,103,9999,690
7532,Germany,Female,19,5,130072.29,1,0,1,221405.13,0,1/4/25 23:54,53,9999,640
7533,Italy,Female,26,3,0,4,0,0,49485.38,1,1/16/25 11:52,96,9999,630
7534,Italy,Male,94,1,0,3,1,0,19589.73,1,1/9/25 23:25,86,9999,555
7535,France,Male,19,9,130072.29,4,1,1,59304.41,1,1/2/25 20:57,91,9999,479
7536,France,Male,27,10,0,4,0,0,25874.61,1,1/18/25 21:20,97,9999,557
7537,Germany,Female,23,2,0,1,1,1,157438.81,1,1/29/25 2:05,110,9999,410
7538,Spain,Male,28,5,130072.29,2,1,0,114636,1,1/2/25 22:36,111,9999,250
7539,France,Female,28,3,130072.29,3,0,1,121334.13,0,1/14/25 14:28,104,9999,485
7540,Italy,Female,28,4,0,2,1,0,156065.6,1,1/11/25 18:30,86,9999,686
7541,Italy,Female,63,10,0,2,1,0,127104.11,1,1/1/25 20:18,64,9999,437
7542,Italy,Male,25,8,0,3,1,0,247942.32,1,1/14/25 5:53,108,9999,667
7543,France,Female,27,4,0,4,1,1,157813.09,1,1/23/25 1:29,112,9999,253
7544,France,Male,18,9,0,4,0,0,148622.17,1,1/4/25 22:47,115,9999,650
7545,Germany,Male,50,10,130072.29,2,1,1,106529.52,1,1/16/25 22:17,91,9999,381
7546,France,Male,22,7,0,2,1,1,114365.58,1,1/11/25 7:31,80,9999,676
7547,Spain,Male,56,1,0,3,1,0,247426.29,0,1/20/25 20:49,55,9999,467
7548,France,Male,22,5,0,1,1,1,6345.24,1,1/25/25 13:16,68,9999,509
7549,Germany,Male,18,10,0,3,0,1,43086.44,1,1/25/25 6:10,87,9999,250
7550,Italy,Male,20,10,130072.29,3,0,0,89044.23,1,1/20/25 16:43,82,9999,320
7551,Spain,Male,92,5,0,3,1,1,226581.11,1,1/11/25 12:37,102,9999,427
7552,France,Female,23,4,0,1,1,0,234792.79,1,1/8/25 18:19,79,9999,438
7553,Italy,Female,20,5,0,4,0,1,19112.94,0,1/28/25 8:07,114,9999,540
7554,Italy,Male,20,4,0,3,1,0,39697.82,1,1/2/25 6:21,63,9999,257
7555,Spain,Male,23,1,0,1,0,0,221145.9,1,1/12/25 4:09,59,9999,502
7556,Italy,Male,18,4,130072.29,2,0,1,71709.83,0,1/31/25 1:01,66,9999,657
7557,Italy,Male,27,0,130072.29,3,1,0,103269.27,1,1/23/25 3:07,64,9999,541
7558,Italy,Male,21,2,0,2,1,0,6124.9,1,1/27/25 5:50,52,9999,683
7559,France,Female,27,6,0,2,1,0,125407.2,1,1/27/25 21:24,71,9999,493
7560,Germany,Male,20,3,0,1,0,0,216999.17,1,1/19/25 3:47,105,9999,372
7561,Italy,Male,25,7,130072.29,2,0,0,94325.67,1,1/7/25 16:45,108,9999,548
7562,Italy,Male,29,2,0,2,1,0,220825.12,1,1/10/25 13:06,75,9999,532
7563,Spain,Female,19,6,0,3,1,0,89996.51,0,1/31/25 5:09,99,9999,281
7564,Germany,Female,25,1,0,2,0,1,166251.01,1,1/9/25 14:17,110,9999,583
7565,Spain,Male,23,7,0,3,1,1,76940.07,1,1/17/25 15:33,104,9999,626
7566,Italy,Female,22,2,0,2,0,0,131110.19,1,1/15/25 14:46,113,9999,395
7567,Italy,Female,29,5,130072.29,4,1,0,207936.41,1,1/11/25 7:33,52,9999,405
7568,Italy,Female,28,1,0,4,0,0,212859.59,0,1/4/25 16:32,79,9999,662
7569,Germany,Female,29,6,130072.29,1,0,1,23749.22,1,1/11/25 21:09,107,9999,265
7570,Italy,Female,20,3,130072.29,2,1,1,232677.98,0,1/8/25 18:32,62,9999,604
7571,Italy,Female,23,5,130072.29,1,1,0,132846.81,1,1/30/25 23:42,73,9999,296
7572,Italy,Female,21,1,0,3,1,1,58706.32,0,1/19/25 5:39,118,9999,500
7573,Italy,Female,28,2,0,3,0,0,208673.94,0,2/2/25 22:19,56,9999,436
7574,Germany,Male,26,2,130072.29,2,1,0,160629.16,1,1/24/25 12:56,100,9999,280
7575,Italy,Male,24,3,0,2,0,0,129460.38,1,1/16/25 18:52,103,9999,509
7576,France,Female,49,0,130072.29,4,0,0,203867.28,1,1/2/25 7:41,100,9999,670
7577,Spain,Female,19,5,0,3,0,1,54943.96,1,1/26/25 4:24,76,9999,266
7578,Italy,Male,90,10,130072.29,3,0,1,147384.52,1,2/1/25 4:55,61,9999,288
7579,France,Male,20,5,130072.29,3,1,1,240643.38,1,1/2/25 4:13,90,9999,553
7580,Spain,Female,46,3,0,1,0,1,161087.71,1,1/5/25 0:22,82,9999,679
7581,Spain,Male,24,7,130072.29,2,1,1,151707.63,0,1/1/25 7:47,80,9999,681
7582,Italy,Female,66,4,0,3,1,0,12216.78,1,1/14/25 8:26,60,9999,288
7583,Italy,Male,19,9,0,3,0,0,49749.12,1,1/25/25 10:38,85,9999,381
7584,Italy,Female,24,3,130072.29,2,0,1,154975.4,1,1/7/25 20:51,55,9999,279
7585,Germany,Male,24,6,0,2,0,0,177152.66,1,1/9/25 3:12,94,9999,407
7586,Germany,Female,94,9,0,1,0,1,225457.81,1,1/8/25 6:04,109,9999,527
7587,France,Male,92,9,0,4,1,0,218477.11,1,1/7/25 16:05,86,9999,452
7588,Italy,Male,21,7,0,3,0,1,93163.45,0,1/27/25 16:20,79,9999,315
7589,Italy,Female,29,1,0,4,0,1,174016.89,1,1/2/25 11:12,87,9999,357
7590,France,Female,27,0,0,2,0,1,118659.86,1,1/31/25 22:38,65,9999,517
7591,Italy,Male,20,5,0,4,0,0,121873.84,1,1/7/25 9:45,87,9999,471
7592,Germany,Male,21,1,0,1,0,0,236609.86,1,1/14/25 6:17,102,9999,541
7593,Italy,Female,93,10,130072.29,4,1,0,184533.06,1,2/2/25 21:56,57,9999,267
7594,Italy,Male,26,7,130072.29,3,0,0,242197.1,1,1/22/25 4:40,58,9999,339
7595,Italy,Male,20,4,0,1,0,0,194844.46,0,1/9/25 7:51,70,9999,430
7596,Italy,Male,21,1,130072.29,2,1,1,182779.21,1,2/3/25 14:49,90,9999,504
7597,Italy,Male,22,10,130072.29,1,1,0,109758.06,1,1/24/25 5:37,118,9999,502
7598,Italy,Male,27,4,0,3,0,1,31085.88,0,1/14/25 0:50,68,9999,506
7599,Italy,Female,24,1,130072.29,2,1,0,159438.78,1,1/2/25 21:36,67,9999,632
7600,Italy,Male,26,5,130072.29,4,1,0,119746.05,0,1/15/25 13:06,54,9999,691
7601,Italy,Male,21,7,130072.29,3,1,0,149687.9,1,1/24/25 1:41,116,9999,595
7602,Germany,Female,24,1,130072.29,1,0,1,74175.34,1,1/17/25 2:24,120,9999,336
7603,Italy,Female,19,5,130072.29,1,0,0,53023.45,1,1/23/25 2:33,81,9999,339
7604,France,Female,72,5,0,1,1,0,69960.01,1,1/24/25 19:58,97,9999,486
7605,Germany,Female,21,0,0,2,0,0,166103.45,1,1/3/25 19:58,82,9999,639
7606,France,Female,43,8,0,1,0,1,238480.89,0,1/25/25 13:37,118,9999,319
7607,Spain,Male,24,7,0,2,1,0,248022.24,1,1/23/25 3:00,51,9999,293
7608,Italy,Male,26,3,0,1,0,0,203120.41,1,2/1/25 7:38,103,9999,449
7609,Germany,Male,23,6,0,1,0,1,239601.98,1,1/24/25 4:53,91,9999,401
7610,Spain,Female,30,3,0,2,0,0,74538.59,1,1/10/25 6:27,84,9999,335
7611,Spain,Female,62,7,0,2,0,1,5868.51,1,1/29/25 18:49,110,9999,268
7612,Italy,Female,23,9,0,2,0,1,52543.85,1,1/8/25 0:36,109,9999,350
7613,Italy,Male,22,1,130072.29,3,0,0,160440.75,1,1/26/25 2:16,98,9999,651
7614,Italy,Male,30,1,0,4,0,1,225332.95,1,1/13/25 15:53,72,9999,344
7615,France,Male,21,2,0,1,0,1,229156.35,1,1/17/25 14:14,117,9999,503
7616,Germany,Male,29,3,0,3,1,0,208509.56,1,1/8/25 5:45,84,9999,606
7617,Italy,Male,19,10,130072.29,4,0,0,191777.7,1,1/22/25 8:23,63,9999,279
7618,France,Male,29,5,130072.29,1,1,0,79526.85,1,1/17/25 21:31,71,9999,498
7619,France,Female,27,4,0,1,1,0,26496.57,1,1/10/25 3:06,79,9999,675
7620,Italy,Male,20,9,0,1,0,1,133673.74,1,1/6/25 15:39,52,9999,282
7621,Spain,Male,30,9,130072.29,4,0,1,87139.62,0,1/6/25 19:11,59,9999,478
7622,Germany,Male,26,6,130072.29,1,1,1,36401.65,1,1/9/25 9:49,116,9999,261
7623,Italy,Male,22,5,0,3,1,1,117280.35,1,1/18/25 18:54,90,9999,367
7624,France,Male,24,3,130072.29,1,1,1,133766.89,1,1/20/25 22:37,97,9999,599
7625,Italy,Female,27,10,0,3,0,0,194692.87,1,1/4/25 4:23,99,9999,404
7626,France,Male,19,9,0,2,1,0,202989.73,1,1/4/25 23:09,118,9999,672
7627,Spain,Male,86,8,130072.29,4,1,0,119787.16,1,1/12/25 10:57,107,9999,642
7628,Spain,Female,30,6,0,3,0,1,230580.3,1,1/27/25 16:50,64,9999,495
7629,Italy,Female,19,0,130072.29,1,0,0,198222.24,1,1/27/25 12:32,97,9999,654
7630,Italy,Male,57,7,0,3,1,0,110959.26,1,1/30/25 8:15,55,9999,581
7631,Italy,Male,23,3,0,3,0,0,90811.42,1,1/9/25 10:44,53,9999,496
7632,France,Male,29,6,0,2,0,1,82881.07,1,2/1/25 17:02,72,9999,278
7633,Italy,Male,23,10,0,4,0,1,118610.14,1,1/2/25 8:49,94,9999,410
7634,France,Male,38,1,0,2,1,0,85924.76,1,1/18/25 15:16,114,9999,484
7635,Italy,Female,35,2,0,4,0,1,119862.75,1,1/15/25 3:49,105,9999,439
7636,Italy,Female,28,0,0,2,1,0,146429.74,1,1/1/25 18:24,112,9999,366
7637,Italy,Male,22,1,0,4,0,1,45674.44,1,1/9/25 22:22,64,9999,520
7638,Spain,Male,22,10,0,1,0,1,200484.01,1,1/12/25 9:40,53,9999,507
7639,Germany,Female,25,4,130072.29,3,0,0,32591.44,1,1/19/25 20:30,81,9999,429
7640,Italy,Female,20,1,130072.29,3,1,0,104064.31,1,1/28/25 1:32,58,9999,622
7641,Italy,Male,24,5,0,2,0,1,45478.95,0,1/30/25 11:17,106,9999,421
7642,France,Male,30,5,0,1,1,0,79462.49,1,1/17/25 10:48,116,9999,687
7643,Italy,Male,59,5,130072.29,1,1,0,117280.28,1,1/21/25 21:22,88,9999,523
7644,France,Male,24,10,130072.29,1,0,1,188444.45,1,1/12/25 4:36,89,9999,508
7645,Germany,Male,22,2,0,2,0,0,158636.31,1,1/24/25 2:38,65,9999,384
7646,France,Male,59,10,0,4,0,0,93377.7,1,1/31/25 16:08,59,9999,420
7647,France,Female,72,2,130072.29,1,0,1,149781.59,1,1/19/25 21:57,102,9999,459
7648,France,Female,25,9,0,1,1,0,77598.99,1,1/28/25 14:45,114,9999,485
7649,Spain,Female,18,6,0,4,1,0,210427.05,1,1/13/25 16:57,99,9999,671
7650,Spain,Female,30,3,130072.29,4,1,0,123378.28,1,1/20/25 20:42,78,9999,670
7651,France,Male,49,5,0,1,1,1,180605.77,0,1/3/25 20:36,67,9999,435
7652,Italy,Female,18,7,0,2,1,1,81428.54,1,1/2/25 3:01,101,9999,666
7653,Italy,Female,29,2,130072.29,2,0,0,170948.64,1,1/12/25 7:49,81,9999,613
7654,Italy,Male,28,8,0,3,0,1,232058.79,1,1/29/25 16:09,82,9999,692
7655,France,Female,25,8,130072.29,3,1,1,31402.56,1,1/25/25 14:37,60,9999,344
7656,France,Male,41,2,130072.29,3,0,1,149697.21,0,1/26/25 18:45,78,9999,627
7657,Italy,Male,25,5,0,2,1,0,127727.95,1,1/7/25 0:45,69,9999,260
7658,Italy,Female,30,4,0,3,0,0,137539.99,1,1/30/25 5:44,71,9999,317
7659,Italy,Female,27,3,0,1,0,0,52677.39,1,1/21/25 13:48,64,9999,628
7660,Spain,Female,22,7,130072.29,2,0,0,11639.43,1,1/25/25 15:30,84,9999,459
7661,France,Male,29,9,0,2,1,1,22461.27,1,1/28/25 5:19,83,9999,445
7662,France,Female,38,8,0,3,0,1,74624.69,1,2/2/25 1:09,69,9999,618
7663,Italy,Male,90,8,130072.29,1,1,0,214326.46,1,1/21/25 8:03,105,9999,347
7664,France,Female,25,4,130072.29,1,0,0,202680.84,1,1/14/25 11:29,100,9999,342
7665,Italy,Male,19,4,0,2,1,0,248877.85,1,1/1/25 17:48,99,9999,271
7666,France,Female,93,10,130072.29,2,0,1,186430.65,0,1/12/25 5:02,79,9999,699
7667,Italy,Female,29,2,0,3,1,1,91049.4,1,2/2/25 14:12,74,9999,421
7668,Italy,Male,84,8,130072.29,1,0,1,229972.39,1,1/17/25 22:14,120,9999,632
7669,Italy,Female,19,0,130072.29,2,1,1,198713.94,0,2/2/25 14:48,53,9999,383
7670,Italy,Female,24,2,0,4,0,1,176241.94,1,1/5/25 19:16,112,9999,675
7671,Spain,Male,20,6,130072.29,1,1,0,136356.97,1,1/20/25 5:43,71,9999,274
7672,Italy,Female,60,6,130072.29,4,1,1,180672.79,1,1/11/25 22:00,106,9999,434
7673,Italy,Female,70,4,130072.29,2,0,0,239898.78,1,1/2/25 16:52,103,9999,334
7674,France,Male,27,5,130072.29,3,1,0,216258.53,1,1/10/25 18:25,53,9999,304
7675,Spain,Female,21,3,0,2,0,1,52643.42,1,1/6/25 1:12,114,9999,500
7676,Italy,Male,20,7,0,2,1,0,28918.34,1,1/20/25 18:51,97,9999,393
7677,Germany,Female,28,3,0,4,1,1,9061.21,1,1/27/25 12:53,72,9999,600
7678,Spain,Female,27,9,130072.29,2,1,1,179640.45,0,1/16/25 14:21,72,9999,647
7679,Italy,Male,30,5,0,3,1,0,73333.18,1,1/23/25 9:44,55,9999,416
7680,Italy,Female,23,4,130072.29,4,1,1,180963.61,1,1/4/25 14:51,118,9999,661
7681,Italy,Male,25,9,130072.29,4,0,0,50117.25,1,1/15/25 13:16,113,9999,473
7682,Germany,Male,18,5,0,3,1,0,111999.17,1,1/13/25 19:34,120,9999,469
7683,Italy,Female,29,2,0,4,0,1,8332.55,1,1/24/25 3:54,54,9999,428
7684,Italy,Male,25,2,0,3,0,1,31618.49,1,1/19/25 9:31,82,9999,368
7685,France,Female,78,9,0,4,0,0,24950.66,1,1/21/25 15:05,75,9999,682
7686,France,Male,29,6,130072.29,2,1,0,198694.59,1,1/1/25 11:51,108,9999,514
7687,Italy,Female,25,0,0,2,0,0,226577.62,1,1/21/25 5:49,83,9999,691
7688,France,Female,22,0,130072.29,1,0,1,47759.59,0,1/15/25 3:12,75,9999,678
7689,Italy,Male,75,0,0,4,1,1,133503.95,1,1/1/25 17:31,115,9999,399
7690,Italy,Female,18,5,0,3,1,0,41800.51,1,1/25/25 7:50,69,9999,665
7691,France,Female,24,3,0,3,1,1,195916.89,1,1/31/25 3:24,63,9999,464
7692,Spain,Female,83,5,130072.29,4,1,0,206085.82,1,1/25/25 3:51,120,9999,446
7693,Italy,Male,30,0,0,2,0,1,197365.08,1,1/4/25 4:48,57,9999,291
7694,Spain,Female,27,3,130072.29,3,1,1,66616.84,1,1/21/25 18:40,107,9999,302
7695,France,Female,21,3,0,1,0,1,87705.66,1,1/31/25 7:15,50,9999,692
7696,Italy,Male,59,1,0,3,0,0,56098.96,0,1/30/25 20:41,80,9999,579
7697,Germany,Female,21,0,0,3,1,0,5811.37,1,1/18/25 5:12,57,9999,500
7698,Italy,Male,22,7,0,3,1,1,20829.7,1,1/14/25 22:42,109,9999,544
7699,Spain,Male,21,5,0,1,1,0,246648.31,1,1/29/25 6:42,111,9999,627
7700,Spain,Female,20,3,0,1,0,1,228739.55,1,1/12/25 16:22,59,9999,520
7701,Italy,Male,85,1,0,3,1,1,24465.34,1,1/23/25 3:15,67,9999,662
7702,Italy,Female,29,4,0,1,1,1,118011.83,1,1/19/25 11:50,115,9999,372
7703,Italy,Female,29,8,0,2,1,0,243769.97,1,1/24/25 21:51,115,9999,616
7704,Italy,Female,86,6,0,3,1,0,18346.9,0,1/16/25 20:42,101,9999,636
7705,Italy,Male,22,3,130072.29,1,0,1,168844.77,1,1/12/25 1:52,116,9999,588
7706,Italy,Male,18,4,0,1,0,1,31090.45,1,1/18/25 6:38,58,9999,515
7707,France,Female,29,7,0,1,1,1,90249.88,1,1/10/25 5:56,97,9999,597
7708,Italy,Female,27,10,130072.29,2,1,0,16533.62,1,1/6/25 7:23,109,9999,278
7709,Germany,Male,26,4,0,1,1,0,151604.6,1,1/6/25 21:29,101,9999,284
7710,Germany,Female,19,5,0,4,1,1,177103.67,1,1/31/25 17:41,92,9999,255
7711,Italy,Male,26,9,0,4,0,1,15153.88,1,1/2/25 3:44,99,9999,645
7712,Spain,Male,23,5,130072.29,2,1,0,128515.13,0,1/1/25 9:19,63,9999,360
7713,Italy,Female,23,7,0,2,1,1,78260.03,1,1/31/25 21:13,67,9999,543
7714,Italy,Female,22,10,0,1,1,0,178763.33,1,2/2/25 19:32,83,9999,326
7715,France,Female,24,4,0,2,0,0,130014.54,1,1/29/25 23:07,90,9999,598
7716,Italy,Male,24,0,0,1,0,0,9115.9,1,1/21/25 13:10,98,9999,396
7717,France,Male,23,3,130072.29,1,1,0,70044.57,1,1/13/25 4:55,118,9999,316
7718,Spain,Male,91,2,130072.29,1,1,0,124429,1,1/23/25 8:46,58,9999,641
7719,Spain,Male,81,1,0,4,0,1,28601.39,1,1/12/25 19:18,97,9999,257
7720,France,Female,28,6,0,4,1,1,221972.25,1,1/28/25 19:40,61,9999,371
7721,Germany,Male,91,6,0,3,1,1,224658.84,1,1/24/25 16:41,114,9999,589
7722,Italy,Female,94,7,130072.29,2,1,1,32586.79,1,1/29/25 17:00,63,9999,424
7723,Italy,Male,24,9,0,4,1,1,221409.11,1,1/29/25 4:05,113,9999,637
7724,Germany,Male,26,4,130072.29,2,0,1,145271.7,0,1/21/25 14:39,75,9999,428
7725,Italy,Female,87,0,0,1,0,1,217080.07,0,1/18/25 8:19,56,9999,334
7726,Italy,Male,29,5,130072.29,2,0,0,158805.44,1,1/21/25 22:31,104,9999,700
7727,Italy,Female,21,5,0,1,1,0,229644.21,1,1/4/25 12:25,108,9999,294
7728,France,Male,30,10,0,2,0,0,117658.91,1,1/16/25 21:12,105,9999,385
7729,Italy,Female,21,7,0,4,0,1,249553.58,1,1/9/25 10:34,117,9999,592
7730,France,Male,24,9,130072.29,2,0,1,215094.28,1,1/27/25 9:13,79,9999,265
7731,Italy,Male,22,1,0,1,0,0,159191.19,1,2/1/25 22:43,72,9999,582
7732,Italy,Female,22,10,0,4,0,0,101041.85,1,1/8/25 8:49,66,9999,444
7733,Italy,Female,18,8,130072.29,1,0,1,155857.88,1,1/20/25 13:03,51,9999,258
7734,Italy,Female,70,10,130072.29,1,0,1,183596.28,1,1/19/25 15:57,119,9999,565
7735,Spain,Male,23,5,130072.29,4,1,0,88956.64,1,1/4/25 7:49,88,9999,583
7736,Italy,Male,19,0,0,2,1,0,137531.52,1,2/3/25 17:53,97,9999,582
7737,Italy,Male,19,8,130072.29,3,0,1,223099.72,0,1/7/25 16:35,54,9999,576
7738,France,Male,28,7,130072.29,3,1,1,238323.79,1,1/27/25 9:49,70,9999,264
7739,Italy,Male,94,9,130072.29,2,0,1,156446.76,1,2/2/25 2:34,99,9999,576
7740,Italy,Male,20,0,130072.29,2,1,1,41753.17,0,1/30/25 12:14,69,9999,351
7741,Italy,Female,19,7,0,4,0,0,192983.29,1,1/22/25 8:07,120,9999,475
7742,Spain,Male,26,6,0,1,0,1,65674.72,1,1/31/25 13:26,76,9999,674
7743,France,Male,28,4,0,4,0,0,20914.68,1,1/16/25 16:30,51,9999,527
7744,Italy,Female,23,5,130072.29,4,1,0,95884.4,1,1/30/25 3:30,96,9999,657
7745,Italy,Female,23,3,0,1,1,1,70854.54,1,1/3/25 20:35,89,9999,362
7746,Italy,Female,25,8,0,1,0,1,131121.86,1,1/31/25 6:24,85,9999,677
7747,Italy,Female,23,8,130072.29,2,1,0,5573.21,0,1/16/25 3:28,120,9999,250
7748,France,Female,77,9,0,1,0,0,171516.06,1,2/1/25 4:22,62,9999,515
7749,Spain,Male,18,0,130072.29,1,1,0,113211.67,1,1/30/25 9:22,71,9999,457
7750,Italy,Male,22,8,130072.29,2,0,0,68569.09,1,1/24/25 0:26,67,9999,359
7751,Germany,Female,54,2,0,4,0,1,71444.65,1,1/1/25 22:05,55,9999,449
7752,Italy,Female,60,1,130072.29,3,1,1,15365.9,1,2/3/25 1:16,117,9999,689
7753,Italy,Male,20,3,0,1,0,0,59540.16,1,1/19/25 1:00,116,9999,618
7754,Italy,Female,90,3,0,4,0,0,34040.42,1,1/27/25 0:16,101,9999,555
7755,Italy,Male,30,8,130072.29,4,0,1,111950.19,1,1/18/25 11:15,119,9999,261
7756,Spain,Male,23,3,130072.29,3,0,1,126091.76,0,1/16/25 15:33,52,9999,594
7757,Italy,Female,26,4,0,1,1,0,206758.77,1,1/1/25 7:45,66,9999,437
7758,Italy,Male,23,5,0,4,0,1,143604.03,1,1/9/25 16:02,115,9999,403
7759,Spain,Male,20,3,130072.29,4,1,1,148896.01,1,1/28/25 22:00,106,9999,617
7760,Spain,Male,23,0,0,1,1,0,28832.35,1,1/28/25 8:16,71,9999,583
7761,Germany,Male,28,1,0,1,0,0,90902.64,1,1/19/25 22:09,60,9999,674
7762,Spain,Female,58,2,130072.29,4,0,0,200146,1,1/26/25 7:27,85,9999,669
7763,Italy,Female,24,3,0,2,0,0,148141.53,1,1/31/25 22:15,102,9999,626
7764,Germany,Female,24,4,0,2,1,0,96953.26,1,1/22/25 23:53,89,9999,528
7765,France,Female,26,9,0,4,0,1,110603.59,1,1/28/25 5:31,84,9999,420
7766,Spain,Female,29,9,130072.29,1,1,0,33393.7,1,1/19/25 19:32,92,9999,383
7767,Germany,Male,42,2,0,1,0,0,11428.26,1,1/22/25 7:49,94,9999,676
7768,Italy,Male,24,10,0,2,0,1,40335.99,1,1/15/25 15:15,90,9999,274
7769,Germany,Male,28,0,130072.29,2,1,1,77693.57,1,2/2/25 2:39,113,9999,267
7770,Italy,Male,25,10,0,3,0,1,74376.7,1,1/20/25 3:17,64,9999,439
7771,Italy,Female,34,10,0,2,0,1,177270.8,1,1/5/25 23:02,93,9999,390
7772,Italy,Female,21,7,0,1,0,0,44311.04,1,1/23/25 4:42,91,9999,292
7773,Spain,Male,22,7,130072.29,2,1,0,190997.42,1,1/24/25 16:19,108,9999,583
7774,Italy,Female,25,3,0,4,1,0,178724.92,1,1/17/25 11:46,53,9999,533
7775,France,Male,72,6,0,3,0,1,42101.04,1,1/16/25 20:29,120,9999,395
7776,Italy,Male,28,3,0,3,1,0,166863.08,1,1/13/25 10:23,78,9999,564
7777,Spain,Female,88,2,0,1,1,1,85331.63,1,1/12/25 1:09,90,9999,693
7778,Italy,Female,19,6,130072.29,4,0,0,31049.69,1,1/3/25 11:21,55,9999,568
7779,Germany,Female,26,5,0,2,1,1,157621.7,1,2/2/25 0:58,88,9999,690
7780,Spain,Male,25,0,130072.29,3,0,0,199294.2,1,1/18/25 14:45,115,9999,341
7781,Italy,Female,29,8,130072.29,3,1,1,240800.14,1,1/13/25 18:15,76,9999,428
7782,Italy,Male,55,1,130072.29,4,0,1,139795.03,1,1/14/25 9:35,56,9999,305
7783,Germany,Female,61,2,0,3,1,0,143780.09,0,1/20/25 21:00,60,9999,404
7784,Spain,Male,30,4,0,4,1,1,118485.61,1,1/9/25 9:28,81,9999,409
7785,Germany,Female,29,2,130072.29,1,0,1,80605.23,1,1/17/25 9:07,100,9999,360
7786,Italy,Male,84,2,0,3,0,0,40059.9,1,1/21/25 18:49,89,9999,386
7787,Spain,Male,25,7,130072.29,2,1,0,78546.11,1,1/5/25 8:09,56,9999,481
7788,Italy,Female,59,3,0,4,0,1,86818.68,1,1/19/25 12:42,50,9999,469
7789,France,Male,78,9,0,1,0,0,185385.13,1,1/22/25 16:13,74,9999,317
7790,Germany,Female,27,1,0,2,0,1,36535.78,1,1/25/25 20:31,55,9999,551
7791,Italy,Female,37,4,0,4,0,1,50758.8,1,1/16/25 4:19,65,9999,498
