CUSTOMERID,CREDITSCORE,GEOGRAPHY,GENDER,AGE,TENURE,BALANCE,NUMOFPRODUCTS,HASCRCARD,ISACTIVEMEMBER,ESTIMATEDSALARY,EXITED,TRANSACTIONTIMESTAMP,DEBTTOINCOME
8414,428,France,Male,61,8,69339.02,2,1,1,149133.4574535449,0,2025-01-29 07:44:37,63
8415,754,France,Female,43,4,137893.84,3,0,0,86415.45634108983,1,2025-01-29 05:05:37,79
8416,804,France,Female,78,8,164483.54,1,1,0,144321.62919640512,1,2025-01-17 09:04:37,48
8417,559,France,Female,68,2,147642.82,2,1,0,20170.45050232695,0,2025-01-27 12:29:37,82
8418,638,France,Male,76,3,238604.88,2,0,1,221883.18992739537,0,2025-01-19 09:14:37,95
8419,661,Germany,Female,55,0,74659.03,4,0,0,102634.89088633507,0,2025-01-22 21:55:37,45
8420,787,France,Female,43,10,93085.42,4,0,1,77740.11247791145,0,2025-02-03 01:24:37,64
8421,439,France,Male,62,4,166910.71,4,1,1,175255.48684971823,0,2025-01-12 04:27:37,54
8422,595,France,Female,48,6,150089.66,3,0,0,74118.69487355303,0,2025-01-24 17:03:37,97
8423,592,France,Female,87,6,465.85,3,1,0,234450.61089967302,1,2025-01-21 17:17:37,26
8424,316,France,Male,62,5,78071.37,2,0,1,166307.6140668577,0,2025-01-11 00:01:37,86
8425,588,Spain,Male,48,5,63440.46,1,0,1,136260.85776534295,0,2025-01-28 17:34:37,72
8426,397,France,Male,78,7,209978.72,4,1,0,37721.66967067228,0,2025-01-14 15:05:37,60
8427,512,France,Female,65,10,216562.18,2,1,1,148814.9002451007,0,2025-01-06 13:54:37,23
8428,665,France,Male,62,9,70973.29,4,0,0,40464.57087325207,0,2025-02-01 21:46:37,21
8429,760,France,Female,77,8,25517.79,4,1,0,155711.8362418025,1,2025-01-17 16:21:37,54
8430,574,France,Male,78,3,51300.49,3,0,1,37640.46374137232,0,2025-01-30 13:07:37,52
8431,746,France,Male,69,3,44142.1,3,0,1,79780.84423748289,0,2025-01-12 17:23:37,69
8432,494,Germany,Male,69,7,59358.84,2,0,0,97575.85667846628,0,2025-01-07 14:06:37,32
8433,317,France,Female,93,4,58661.23,3,0,1,194921.56178310036,0,2025-01-23 03:27:37,26
8434,421,Spain,Female,79,9,119959.66,3,0,0,133277.25164947362,0,2025-01-12 10:51:37,58
8435,460,France,Female,43,8,79910.35,5,0,0,154866.27879079655,0,2025-01-31 09:47:37,68
8436,797,France,Female,84,5,139955.44,1,0,1,59453.630594095026,0,2025-01-21 10:26:37,22
8437,253,France,Female,66,8,86033.66,2,1,0,58038.15860726088,0,2025-01-10 16:17:37,36
8438,379,France,Male,61,3,203669.23,3,1,1,87129.83185720039,0,2025-01-28 14:15:37,44
8439,690,France,Male,53,0,237698.12,2,1,1,15942.967724456286,0,2025-01-26 13:07:37,33
8440,789,France,Male,70,3,100979.61,2,0,0,161969.5260890537,0,2025-01-12 00:44:37,24
8441,709,France,Male,61,8,12367.13,2,0,0,95181.45924159215,0,2025-01-18 12:22:37,90
8442,517,France,Female,39,6,59894.56,2,1,0,25495.03567322873,0,2025-01-18 18:18:37,52
8443,619,France,Female,19,5,25464.54,4,0,0,197576.7047493766,0,2025-01-25 03:45:37,70
8444,754,Spain,Female,24,1,86190.98,3,1,1,191844.03438473624,0,2025-01-20 23:04:37,36
8445,675,France,Male,33,3,161278.56,3,0,0,137139.67814635247,0,2025-01-26 09:15:37,80
8446,625,France,Male,61,0,129726.98,1,1,1,74879.2189353125,0,2025-01-09 08:20:37,50
8447,669,France,Female,82,2,60718.92,1,0,0,98651.09722642101,0,2025-01-17 17:24:37,34
8448,309,France,Male,90,1,191814.76,2,0,1,60720.80251019929,1,2025-01-09 17:41:37,59
8449,345,France,Male,88,3,32870.18,4,0,0,157887.75655966543,1,2025-01-13 23:49:37,84
8450,289,France,Female,86,3,57048.99,1,1,0,88384.038192067,0,2025-01-16 09:39:37,39
8451,348,France,Male,78,10,169011.79,2,1,0,17601.251309999687,0,2025-01-09 15:10:37,53
8452,736,Spain,Female,47,8,49308.6,2,0,0,18167.77406438757,0,2025-01-15 21:38:37,84
8453,755,Germany,Male,59,6,169690.68,3,0,0,122416.32867582385,0,2025-01-20 01:38:37,51
8454,401,Spain,Female,91,2,244235.34,3,0,1,76043.12147774325,0,2025-01-30 09:55:37,41
8455,639,Germany,Male,42,6,207838.32,1,1,0,42685.482951100545,0,2025-01-07 13:14:37,81
8456,759,Spain,Female,88,7,40002.64,3,1,0,119610.86499370915,0,2025-01-18 00:00:37,64
8457,704,France,Female,74,6,130124.61,1,0,0,63192.22674311116,0,2025-01-14 11:42:37,30
8458,781,France,Male,49,7,105580.39,4,0,0,26918.728038328627,0,2025-01-31 02:10:37,52
8459,405,Spain,Male,67,8,247917.35,5,1,1,48957.103664344395,0,2025-01-08 07:13:37,57
8460,465,France,Female,92,0,241100.18,3,1,0,167914.4643969638,1,2025-01-06 19:36:37,84
8461,289,France,Female,27,9,31778.01,1,0,0,192270.14842362367,0,2025-02-01 04:55:37,82
8462,706,France,Female,39,5,227182.72,2,0,0,194292.0080603613,0,2025-01-19 11:44:37,57
8463,743,France,Female,58,3,48354.58,1,0,0,127645.07036248199,0,2025-01-20 14:52:37,92
8464,547,France,Female,64,0,79862.88,3,1,1,216843.0869425921,0,2025-01-19 03:46:37,32
8465,424,France,Male,31,1,88351.99,3,0,0,41145.08104866297,1,2025-01-08 02:33:37,67
8466,517,France,Male,20,9,71705.51,3,0,0,138604.85109714864,0,2025-01-27 12:52:37,43
8467,523,France,Male,95,3,213310.95,3,1,1,144644.50438811854,0,2025-01-14 02:05:37,55
8468,394,Germany,Male,70,0,82483.1,4,0,1,22652.251876138125,0,2025-01-28 11:08:37,39
8469,683,France,Male,33,5,204184.6,3,0,0,64640.55035930901,1,2025-01-18 08:17:37,62
8470,774,Spain,Female,78,0,248594.2,3,0,1,201759.92493198608,0,2025-01-15 23:54:37,76
8471,692,Spain,Male,45,8,210190.38,4,1,1,150664.894567448,0,2025-01-09 00:56:37,84
8472,445,France,Male,52,9,86535.73,1,0,0,19995.528956683687,0,2025-01-11 20:40:37,79
8473,446,Spain,Female,19,2,177813.1,4,1,1,114158.73820396783,0,2025-01-23 08:06:37,62
8474,777,France,Female,78,10,133480.86,4,0,0,129402.05514068772,0,2025-01-07 15:59:37,84
8475,598,Spain,Male,73,0,196629.45,1,0,0,198518.54221815057,0,2025-01-12 15:30:37,65
8476,679,France,Male,72,5,38274.35,1,0,1,159572.78490773405,0,2025-01-11 08:44:37,81
8477,737,Germany,Female,35,5,159533.65,2,1,1,149232.3117075346,0,2025-01-18 09:52:37,89
8478,653,Spain,Male,88,6,193416.69,4,1,0,174982.2528125099,0,2025-01-16 11:08:37,45
8479,809,France,Female,66,6,190307.83,4,1,0,149156.79355598803,0,2025-01-13 07:24:37,48
8480,532,Spain,Male,59,9,240898.25,2,0,1,194736.3663720316,0,2025-01-09 01:55:37,60
8481,471,France,Male,24,10,14602.85,3,0,1,104317.66258078402,0,2025-01-29 21:43:37,34
8482,739,France,Male,21,3,86444.84,4,0,1,140368.00042966031,0,2025-01-15 12:57:37,38
8483,360,Spain,Male,60,4,119138.4,2,1,1,134127.40066983222,0,2025-01-10 12:39:37,92
8484,731,Germany,Female,76,2,77440.88,3,0,1,131930.23100935319,0,2025-01-15 09:23:37,78
8485,469,France,Female,66,5,77447.38,4,1,0,77483.56231889807,0,2025-01-14 03:18:37,47
8486,765,Germany,Male,77,6,44032.15,3,1,1,207869.12576116456,0,2025-01-18 17:11:37,34
8487,819,France,Male,23,8,203237.85,4,1,0,64563.28277756412,0,2025-01-15 03:18:37,77
8488,699,France,Male,37,8,227017.26,3,1,1,46762.20210781034,0,2025-01-27 06:23:37,72
8489,393,France,Male,48,4,20581.84,5,0,1,143486.2736543889,1,2025-01-20 17:52:37,61
8490,321,Spain,Female,39,3,38724.73,2,0,1,131491.97957788047,0,2025-01-06 17:19:37,47
8491,797,France,Female,49,6,57113.25,1,0,0,64079.63786134265,0,2025-01-09 09:23:37,92
8492,792,Spain,Male,64,2,127246.87,2,1,1,199295.03943646504,0,2025-01-24 15:19:37,38
8493,673,Spain,Female,51,3,197793.01,4,1,0,65029.92763095982,0,2025-01-15 00:28:37,90
8494,500,Spain,Female,44,8,17863.88,2,0,0,23700.93737956775,0,2025-01-07 19:47:37,96
8495,545,France,Male,61,4,159203.25,1,0,0,14640.556435788942,0,2025-01-06 22:23:37,21
8496,379,France,Male,47,9,37333.86,4,0,1,198490.4214534576,0,2025-01-13 03:51:37,37
8497,543,France,Male,50,6,242864.27,2,1,1,91989.73908697156,0,2025-01-11 08:40:37,59
8498,400,France,Female,44,1,224693.36,3,0,1,58282.08774094493,0,2025-01-09 09:26:37,72
8499,551,Germany,Female,73,8,237395.71,2,1,1,116640.92616843605,0,2025-01-27 23:12:37,27
8500,636,France,Female,40,4,26540.97,3,0,1,109761.39749014286,0,2025-01-10 15:12:37,28
8501,781,France,Female,60,4,122009.1,1,1,1,231084.17689531716,1,2025-01-21 10:39:37,96
8502,578,Germany,Male,71,3,41311.64,3,0,1,207661.3538329525,0,2025-01-20 22:04:37,40
8503,629,Spain,Male,85,7,150088.89,2,0,0,60252.701388729714,0,2025-01-14 05:38:37,63
8504,723,France,Male,70,10,58184.78,1,0,0,165737.03004588225,0,2025-01-31 09:41:37,79
8505,706,France,Female,57,3,192657.75,4,1,1,79638.92483866162,1,2025-01-26 00:13:37,90
8506,408,Germany,Male,77,1,161000.65,4,0,1,92230.29715034143,0,2025-01-19 09:34:37,50
8507,468,France,Male,26,4,142901.15,4,1,0,81041.71482098808,1,2025-01-23 10:24:37,32
8508,503,France,Female,27,2,206306.79,2,0,0,143886.8472319425,0,2025-01-28 18:34:37,64
8509,377,Spain,Male,27,3,125068.26,2,1,1,106876.23573317184,0,2025-01-16 15:58:37,21
8510,696,France,Female,47,2,67462.94,3,0,1,173850.13932775112,0,2025-01-10 17:20:37,53
8511,279,France,Female,27,6,155176.37,2,0,0,41328.93161556588,0,2025-01-29 06:17:37,88
8512,816,France,Male,75,5,239265.66,2,0,1,105495.82986789936,0,2025-01-17 16:11:37,85
8513,729,Spain,Male,53,1,150289.84,1,0,1,188878.6275526166,0,2025-01-29 23:21:37,81
8514,591,Germany,Female,61,10,157404.86,3,0,1,12283.26571086338,1,2025-01-24 23:31:37,66
8515,678,Germany,Male,74,7,233687.67,2,0,0,141684.50252780062,0,2025-01-23 08:29:37,21
8516,554,France,Male,60,4,128818.78,4,0,1,181027.93035937854,0,2025-01-17 15:42:37,91
8517,476,France,Female,40,5,249089.37,4,1,1,94293.59543031713,0,2025-01-17 03:40:37,56
8518,343,France,Male,21,7,39915.51,2,1,0,179962.04877630182,0,2025-01-24 08:31:37,99
8519,701,France,Female,29,10,134259.96,1,1,1,163907.70477652433,0,2025-01-18 10:04:37,82
8520,517,Spain,Female,66,10,53225.21,5,0,0,146232.51705865073,0,2025-01-11 15:19:37,75
8521,347,France,Female,41,6,113331.59,4,1,1,55773.693204643016,0,2025-01-18 03:11:37,65
8522,723,France,Female,30,10,42643.48,2,1,1,143660.75196030462,0,2025-01-31 20:58:37,82
8523,786,Spain,Male,85,2,55632.19,4,1,0,173674.23190722955,0,2025-01-17 18:57:37,27
8524,458,Spain,Male,89,1,52700.01,1,1,1,165557.0009108339,0,2025-01-23 06:27:37,74
8525,756,France,Male,51,2,80007.83,3,0,1,136465.2291111834,0,2025-01-14 01:02:37,62
8526,604,Spain,Female,26,7,33651.26,1,1,1,139773.69081065213,0,2025-01-07 03:27:37,42
8527,702,France,Male,27,3,202335.54,3,1,1,190397.4222499162,0,2025-01-16 23:07:37,35
8528,483,France,Female,82,7,55168.9,1,0,1,13796.658145351103,0,2025-01-14 18:37:37,71
8529,536,Germany,Female,89,3,104142.25,2,1,1,144206.28381335802,0,2025-01-09 10:07:37,73
8530,776,Spain,Male,91,6,4014.28,4,0,0,179452.68267714372,0,2025-02-01 21:17:37,95
8531,479,France,Male,71,5,26220.39,3,1,1,151766.6855922223,0,2025-02-03 12:49:37,56
8532,745,France,Female,60,9,224067.98,4,0,0,70502.28002238963,0,2025-01-08 22:37:37,86
8533,482,France,Female,76,0,209290.05,1,0,0,191676.57338513318,1,2025-01-13 08:10:37,37
8534,557,France,Female,76,10,210230.61,1,1,0,197928.18190407293,0,2025-01-28 00:25:37,78
8535,428,Spain,Female,84,7,102838.35,4,0,0,138389.35039520042,1,2025-01-29 06:00:37,20
8536,505,France,Male,78,5,35382.7,2,0,1,114417.4136579778,0,2025-01-23 02:53:37,38
8537,532,France,Male,55,1,26973.63,2,0,1,94790.59603662038,0,2025-01-20 19:18:37,32
8538,719,France,Male,25,4,151400.68,4,1,0,74627.6822580887,0,2025-01-17 02:04:37,52
8539,555,Germany,Female,82,1,207048.31,2,0,0,155494.10978950438,0,2025-01-11 06:26:37,41
8540,779,France,Female,22,9,225028.62,1,1,1,143073.23908400664,0,2025-01-17 23:10:37,46
8541,359,Spain,Male,60,6,72182.91,4,1,1,38567.49536753905,1,2025-01-28 21:48:37,69
8542,763,France,Male,77,10,80256.64,4,0,1,41934.358243170194,0,2025-01-18 12:13:37,96
8543,523,France,Male,43,9,25219.16,4,0,0,23945.01362707463,0,2025-01-27 03:54:37,91
8544,514,Spain,Female,28,5,193602.45,4,1,0,142221.4838116402,0,2025-01-12 14:33:37,72
8545,383,France,Female,51,6,68922.57,2,1,0,76395.75035374158,0,2025-01-16 09:10:37,79
8546,787,France,Female,19,5,120232.37,2,0,1,14037.447401051668,0,2025-01-22 20:22:37,69
8547,469,France,Male,38,9,232224.33,3,1,1,82340.81162163313,0,2025-01-08 13:10:37,85
8548,807,Spain,Male,43,0,188053.93,4,1,1,197892.03202201246,0,2025-01-25 23:43:37,43
8549,791,Spain,Male,93,2,13184.47,3,0,1,59974.776672079584,1,2025-01-08 21:20:37,88
8550,765,Spain,Male,90,9,2038.65,1,1,1,154609.45874147624,0,2025-01-29 01:20:37,27
8551,276,France,Male,22,1,196851.98,3,1,1,110894.87414607868,0,2025-01-27 01:03:37,39
8552,497,Spain,Male,26,0,138125.06,4,0,1,114506.48787125605,0,2025-01-09 18:43:37,85
8553,704,France,Female,67,0,180083.6,1,1,0,130335.65245560487,0,2025-01-06 03:47:37,89
8554,402,France,Male,27,3,39203.83,2,0,0,115458.61947285639,0,2025-01-27 08:30:37,78
8555,318,France,Male,75,10,218011.96,1,0,0,20617.31929914844,1,2025-01-17 21:24:37,99
8556,641,Spain,Female,27,0,193331.24,2,0,0,125975.55933505669,1,2025-02-03 12:25:37,66
8557,567,France,Female,95,1,222709.73,4,0,0,90487.8322274376,0,2025-01-30 04:53:37,55
8558,415,France,Female,53,0,85274.02,2,0,0,55293.633601052934,0,2025-01-06 16:57:37,21
8559,346,France,Female,91,5,68926.3,4,0,1,178627.22612037932,0,2025-01-28 16:11:37,83
8560,402,Spain,Female,73,10,37932.86,4,1,0,150658.60585506647,0,2025-01-20 21:01:37,97
8561,722,France,Female,79,3,232522.13,3,0,0,63581.98776863062,0,2025-01-20 06:28:37,57
8562,334,Spain,Male,54,7,44207.3,3,1,0,111464.1435681945,0,2025-01-05 23:39:37,45
8563,755,Germany,Male,58,10,29829.31,2,1,0,195779.60082018303,0,2025-01-20 05:57:37,39
8564,513,Spain,Male,65,4,48169.55,5,1,1,61285.11879043122,0,2025-01-31 16:42:37,23
8565,772,France,Male,39,9,192845.43,2,0,1,214080.82195391448,1,2025-01-15 20:44:37,84
8566,508,Germany,Female,78,4,222382.31,4,0,1,146142.20684758757,0,2025-01-25 10:02:37,33
8567,731,France,Female,92,10,202728.36,2,0,1,119700.10083525041,0,2025-01-26 20:48:37,54
8568,798,France,Male,65,10,140809.64,3,1,1,225956.62023920007,0,2025-01-09 18:31:37,71
8569,759,Spain,Female,81,7,248471.06,2,0,1,79372.81924949141,0,2025-01-18 08:35:37,42
8570,358,France,Female,54,10,17213.52,1,1,0,68989.66997133702,0,2025-02-01 18:29:37,39
8571,785,Spain,Male,58,9,216797.92,4,0,0,80446.78371699154,0,2025-01-12 23:39:37,46
8572,270,Germany,Male,22,5,106928.47,3,1,1,175170.34968386494,0,2025-01-20 22:23:37,60
8573,526,Germany,Male,94,5,113780.59,4,0,1,73725.52545927788,1,2025-01-14 19:29:37,97
8574,735,France,Male,69,2,31898.72,3,1,0,35291.43588825682,0,2025-01-16 17:44:37,55
8575,443,Germany,Male,34,5,8358.24,4,0,1,154911.65470781262,0,2025-01-21 08:24:37,23
8576,393,France,Male,79,9,79157.08,2,0,1,54988.63012803416,0,2025-01-24 00:54:37,45
8577,313,France,Male,69,6,43713.38,1,0,1,11371.24311684592,1,2025-01-27 09:11:37,59
8578,764,Spain,Male,37,1,120834.69,3,0,0,55601.86198877097,0,2025-01-25 08:27:37,99
8579,774,Germany,Female,33,2,36832.63,1,1,0,175806.31587725694,0,2025-01-12 20:23:37,93
8580,826,France,Male,24,5,34481.93,2,0,0,203180.6720841792,1,2025-01-24 21:04:37,85
8581,344,Germany,Female,83,9,219244.75,4,1,0,154302.95918070912,1,2025-02-03 13:50:37,92
8582,480,Germany,Male,29,8,230323.68,3,1,0,72235.55884024454,0,2025-01-06 01:19:37,22
8583,294,Germany,Female,60,8,241054.05,2,1,1,98836.28020029655,0,2025-01-29 21:58:37,83
8584,729,France,Male,57,7,170125.61,4,0,0,45051.86269432356,0,2025-01-08 10:09:37,48
8585,761,Spain,Male,18,7,192754.13,3,0,0,174385.21909521878,1,2025-01-28 16:20:37,73
8586,311,France,Male,75,8,208946.19,2,0,1,145284.6978773491,0,2025-02-01 08:26:37,26
8587,318,France,Male,20,10,164730.51,1,0,1,25033.727935220417,1,2025-01-16 04:46:37,44
8588,265,Germany,Male,25,10,82560.78,1,0,1,81850.1032317682,0,2025-01-13 15:07:37,43
8589,601,France,Female,92,8,39096.75,1,1,0,118880.4266217526,1,2025-01-28 13:27:37,62
8590,285,France,Male,78,9,59318.33,1,0,0,157520.69982588346,0,2025-01-23 17:06:37,25
8591,716,France,Male,22,10,210103.51,4,0,0,178670.68191967515,0,2025-01-14 03:12:37,34
8592,418,France,Male,43,8,174024.31,4,0,0,33590.852391058135,0,2025-01-18 01:32:37,98
8593,454,France,Female,90,4,113948.94,4,1,1,180589.45225888438,0,2025-01-16 23:30:37,59
8594,408,Germany,Female,34,5,7351.27,2,0,0,22199.88185625317,0,2025-01-05 12:49:37,80
8595,358,Germany,Female,83,4,66551.09,3,1,0,62496.0654313153,0,2025-01-12 03:28:37,40
8596,743,France,Female,68,0,182224.37,1,0,1,15017.070781721983,0,2025-01-20 01:58:37,77
8597,609,France,Female,64,3,128096.81,4,1,1,21125.777525702273,0,2025-01-10 22:46:37,51
8598,443,France,Female,57,10,108883.12,3,0,1,15590.34622315541,0,2025-01-18 21:20:37,31
8599,773,France,Male,44,0,78419.85,4,1,0,44514.04475323872,0,2025-01-19 08:01:37,28
8600,463,Germany,Male,57,0,151732.96,3,0,0,173200.83841649606,0,2025-01-23 00:28:37,39
8601,273,France,Male,18,2,241596.35,3,0,0,72834.06999706152,1,2025-01-24 16:27:37,34
8602,367,France,Female,63,6,225280.91,4,0,1,102315.96161992224,0,2025-01-25 18:14:37,96
8603,709,Spain,Male,28,0,7624.48,2,1,0,105668.83191090747,0,2025-02-02 14:38:37,27
8604,318,France,Male,56,6,120238.46,2,0,0,190378.928539283,1,2025-01-28 23:41:37,40
8605,787,France,Female,35,9,82367.32,2,0,1,86347.4136853905,0,2025-01-28 06:01:37,64
8606,424,Spain,Male,64,9,127651.17,3,0,0,64399.1637458001,0,2025-01-13 00:08:37,59
8607,602,France,Male,91,0,151553.42,4,0,0,219312.79320831096,0,2025-01-08 22:40:37,25
8608,604,Spain,Male,38,8,50007.02,1,1,0,144205.69566761496,0,2025-01-14 23:24:37,30
8609,361,France,Female,45,4,195392.02,5,0,1,70651.86576987263,0,2025-02-03 17:05:37,83
8610,593,Spain,Female,18,5,118767.01,1,0,1,76775.63767748917,0,2025-01-26 15:08:37,61
8611,365,France,Male,31,8,248001.51,3,0,0,26066.566425013723,0,2025-01-06 23:07:37,78
8612,310,France,Male,37,10,6281.85,4,1,1,119992.71320483575,1,2025-01-07 19:48:37,27
8613,348,France,Female,90,2,47429.79,4,0,0,170726.2255910561,0,2025-01-08 22:47:37,91
8614,781,France,Female,62,2,172407.45,1,0,0,109045.7597611325,0,2025-01-23 17:22:37,74
8615,795,France,Female,78,4,173794.94,1,0,1,193486.97225360994,0,2025-01-08 20:49:37,58
8616,520,France,Female,44,6,145547.06,3,1,0,108590.10925456595,0,2025-01-19 02:42:37,70
8617,554,France,Male,73,2,242990.01,5,0,1,72371.43883522054,0,2025-01-19 17:48:37,74
8618,725,Spain,Female,69,3,103828.75,4,0,1,55924.18231301514,0,2025-01-24 02:11:37,95
8619,366,France,Male,85,1,104259.2,4,0,0,54672.70025818622,0,2025-01-09 06:52:37,22
8620,360,France,Female,54,8,227619.09,3,0,1,69952.80716453238,0,2025-01-11 14:38:37,62
8621,577,France,Male,48,9,134610.45,1,1,0,193229.33187005293,0,2025-01-08 05:17:37,64
8622,333,Germany,Female,66,8,88431.92,4,1,0,76722.80809264808,0,2025-01-25 22:00:37,99
8623,611,France,Female,70,10,179734.5,3,0,1,121652.8626049979,0,2025-01-28 16:47:37,35
8624,323,France,Female,56,1,154917.65,4,0,0,60918.81793022012,0,2025-01-23 07:06:37,24
8625,329,France,Male,27,4,76602.51,1,1,1,39741.373196048604,1,2025-01-18 19:54:37,59
8626,476,France,Male,26,0,74482.2,4,0,1,128167.37535570221,0,2025-01-17 01:50:37,95
8627,506,France,Male,30,7,98903.2,5,1,0,115562.82812593147,0,2025-01-19 20:22:37,86
8628,539,Spain,Male,35,5,17905.02,3,0,1,27031.557357812733,0,2025-01-12 09:59:37,64
8629,668,Spain,Female,29,9,235654.23,3,1,0,170220.74140316783,0,2025-01-09 07:17:37,22
8630,618,France,Female,89,9,45755.01,4,1,1,124483.04348412872,0,2025-01-07 06:27:37,50
8631,619,France,Female,22,1,48456.08,2,0,0,84023.0659215274,1,2025-01-15 22:14:37,43
8632,337,France,Male,24,1,161759.6,2,0,1,186568.50433357246,0,2025-01-05 08:41:37,48
8633,517,France,Female,32,9,181061.76,3,1,1,35888.99049423728,0,2025-01-21 09:20:37,74
8634,592,France,Female,84,4,184208.86,4,0,1,115675.55947047619,0,2025-02-01 03:20:37,52
8635,682,France,Female,35,6,93768.76,2,0,0,111630.74644890567,0,2025-01-17 13:31:37,70
8636,610,France,Male,55,8,218332.24,3,0,0,182262.43219824176,1,2025-01-17 07:19:37,99
8637,717,France,Male,43,8,135999.77,4,0,1,85912.90431260141,0,2025-01-20 00:16:37,93
8638,383,France,Female,55,10,109646.89,3,0,0,178977.8537916578,0,2025-01-25 23:24:37,49
8639,599,Germany,Male,76,5,202596.62,3,1,0,140913.3753018059,0,2025-01-15 05:27:37,80
8640,503,France,Male,69,1,60890.31,2,1,1,148705.30549550726,0,2025-01-19 13:03:37,79
8641,509,France,Female,50,5,215046.36,3,0,0,215606.06597159134,0,2025-01-15 06:18:37,54
8642,798,France,Female,38,0,134707.35,3,1,0,192925.29084008234,0,2025-01-11 09:27:37,26
8643,809,France,Male,34,10,225014.54,1,0,1,79458.29383091819,0,2025-01-29 01:57:37,25
8644,713,France,Male,79,10,50403.13,1,0,1,131517.87033697288,0,2025-01-12 12:27:37,34
8645,327,France,Female,76,1,234015.77,1,1,1,172610.4535495669,0,2025-01-18 02:32:37,85
8646,749,France,Female,19,2,171969.19,2,1,0,108901.44067676723,1,2025-01-25 07:29:37,36
8647,556,Spain,Female,81,4,154582.13,2,1,0,134708.8958489955,0,2025-01-14 13:04:37,38
8648,278,Spain,Female,42,9,105516.88,3,1,1,44435.04384076773,0,2025-01-26 03:18:37,33
8649,347,France,Female,58,0,239078.75,3,1,0,182192.8342356683,0,2025-02-01 23:39:37,68
8650,450,France,Female,36,9,110979.91,2,0,0,163426.05248463672,0,2025-01-20 14:30:37,70
8651,664,Spain,Female,55,4,124635.74,4,1,0,175557.17208172704,0,2025-01-08 12:17:37,53
8652,685,Germany,Male,42,4,195374.53,4,1,1,167252.62930794584,0,2025-01-18 04:21:37,40
8653,382,France,Male,56,3,71210.61,4,1,0,180454.88391464754,1,2025-01-23 23:51:37,67
8654,532,Spain,Female,21,2,72873.83,1,1,1,44930.51501470696,0,2025-01-05 06:43:37,86
8655,675,France,Male,20,6,193824.42,3,1,0,166472.80990311963,0,2025-01-05 20:13:37,77
8656,627,Germany,Male,51,10,32144.95,5,0,0,209930.87064984025,0,2025-01-08 20:00:37,97
8657,311,France,Female,27,6,205741.13,1,0,0,162045.76620429545,0,2025-02-01 16:30:37,40
8658,355,France,Female,44,0,156293.75,3,1,0,141343.2814639244,0,2025-01-28 02:18:37,46
8659,589,France,Female,18,6,134770.94,4,0,1,203390.41747445273,1,2025-01-31 18:05:37,90
8660,673,France,Male,61,2,57277.35,4,0,1,30183.651067103852,0,2025-01-22 00:27:37,48
8661,684,France,Female,69,2,196592.04,1,0,1,13260.680070078206,0,2025-01-13 15:41:37,28
8662,325,France,Female,42,5,201238.27,4,0,1,209326.55385390666,0,2025-01-28 02:28:37,98
8663,593,France,Male,91,5,120735.47,4,1,0,164129.73786764583,0,2025-01-22 19:00:37,63
8664,624,France,Female,82,10,97292.24,4,1,0,31099.51208229777,0,2025-01-24 08:55:37,47
8665,649,Spain,Male,28,3,61540.46,1,0,0,83997.11792092967,1,2025-01-19 11:24:37,57
8666,482,Germany,Male,85,4,188558.5,4,0,1,148987.60188641856,0,2025-01-08 11:37:37,34
8667,532,France,Female,94,2,159862.98,1,0,0,157843.3115876586,1,2025-01-09 09:59:37,34
8668,771,France,Female,32,2,51657.76,2,1,1,47414.70617219143,0,2025-02-02 12:29:37,49
8669,772,France,Female,74,8,198617.02,4,0,1,108273.32327741344,0,2025-01-31 05:04:37,51
8670,709,France,Male,91,4,220551.33,3,1,1,182924.87755292325,0,2025-01-11 02:53:37,59
8671,469,Spain,Female,81,0,14811.82,4,1,0,230655.46466286384,0,2025-01-10 09:43:37,95
8672,598,France,Male,28,8,193105.16,2,0,0,152970.28773850822,0,2025-01-28 08:27:37,21
8673,391,France,Female,37,9,213200.48,2,1,0,154701.14317011775,0,2025-01-13 12:13:37,41
8674,694,Spain,Female,47,5,247876.97,3,1,1,106486.41518444163,0,2025-01-07 00:05:37,45
8675,510,France,Female,27,8,59400.37,4,0,0,116385.03218971622,0,2025-01-07 18:36:37,59
8676,524,Spain,Female,71,10,92750.8,2,0,1,29370.392490955863,0,2025-02-02 04:16:37,27
8677,370,France,Male,75,6,241547.77,1,0,1,83599.44665588505,0,2025-01-07 22:19:37,55
8678,699,France,Female,46,10,23503.89,3,1,1,113130.10287767173,0,2025-01-11 02:55:37,45
8679,398,France,Female,18,9,130926.96,2,0,0,74610.51141269723,0,2025-01-11 21:37:37,26
8680,488,Spain,Female,75,9,126686.14,4,1,0,84942.06955887537,0,2025-01-27 07:49:37,20
8681,574,Germany,Female,38,6,151636.93,1,1,0,200800.10216245108,1,2025-01-08 20:54:37,51
8682,523,France,Male,32,4,82698.15,3,0,0,12186.09797489484,0,2025-01-25 20:40:37,97
8683,569,France,Male,84,6,231479.52,1,1,1,64864.89513380133,0,2025-01-07 05:02:37,28
8684,374,France,Female,50,9,67515.32,3,1,1,118253.63936533437,0,2025-01-22 05:37:37,78
8685,638,France,Male,55,3,162423.88,2,1,0,70306.83189941217,1,2025-01-20 04:01:37,63
8686,710,Germany,Female,36,10,123981.76,4,1,0,135873.26180647349,0,2025-01-06 02:52:37,84
